schoolnames,schoolurls,schoolwins,year,games,overallwins,overalllosses,winlosspct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate0
Texas,https://www.sports-reference.com/cbb/schools/texas/2001.html,0,2001,34,25,9,0.735,14.25,8.89,12,4,16,1,6,5,2396,2211,,100.1,0.42,0.315,0.502,50.4,50.5,11.2,14,0.466,17.4,36.2,0.273
UCLA,https://www.sports-reference.com/cbb/schools/ucla/2001.html,2,2001,32,23,9,0.719,17.13,12.06,14,4,12,4,8,3,2544,2382,,105.5,0.426,0.275,0.543,51.7,51.4,10.3,10.5,0.512,18,37.2,0.282
Utah State,https://www.sports-reference.com/cbb/schools/utah-state/2001.html,1,2001,34,28,6,0.824,9.97,-1.5,13,3,15,0,7,4,2404,1959,,109,0.423,0.292,0.57,52.9,60,10,11.1,0.542,18.7,35.5,0.285
Virginia,https://www.sports-reference.com/cbb/schools/virginia/2001.html,0,2001,29,20,9,0.69,18.93,8.72,9,7,15,1,5,7,2464,2168,,112.7,0.403,0.295,0.552,53.9,49.3,10.1,8.4,0.51,15.2,39.5,0.297
Wake Forest,https://www.sports-reference.com/cbb/schools/wake-forest/2001.html,0,2001,30,19,11,0.633,20.53,10.5,8,8,13,3,6,6,2296,1995,,107.8,0.336,0.272,0.546,50.7,55.5,10.3,11.6,0.51,15.1,32.2,0.244
Western Kentucky,https://www.sports-reference.com/cbb/schools/western-kentucky/2001.html,0,2001,31,24,7,0.774,8.67,-1.65,14,2,13,2,9,4,2303,1889,,108.2,0.377,0.338,0.546,56.8,55.7,11.6,13.2,0.513,17.7,40.8,0.26
Winthrop,https://www.sports-reference.com/cbb/schools/winthrop/2001.html,0,2001,31,18,13,0.581,-3.73,-7.8,11,3,11,1,5,8,2037,1917,,100.2,0.394,0.366,0.512,52.2,51.3,11,7.5,0.472,18.1,35.8,0.271
Wisconsin,https://www.sports-reference.com/cbb/schools/wisconsin/2001.html,0,2001,29,18,11,0.621,14.9,12.08,9,7,13,2,5,7,1723,1641,,99.4,0.421,0.354,0.532,50.3,62.3,9.9,7.7,0.491,17.2,27.1,0.296
Xavier,https://www.sports-reference.com/cbb/schools/xavier/2001.html,0,2001,29,21,8,0.724,12.14,4.59,12,4,14,1,7,5,2130,1911,,104.4,0.465,0.355,0.528,52.1,56.4,10.2,10.4,0.481,17.1,37.2,0.327
Alabama,https://www.sports-reference.com/cbb/schools/alabama/2002.html,1,2002,35,27,8,0.771,16.93,7.67,12,4,17,0,4,4,2658,2334,,,0.408,0.339,0.538,52.8,50.5,,5.6,0.492,16.5,,0.3
Alcorn State,https://www.sports-reference.com/cbb/schools/alcorn-state/2002.html,0,2002,31,21,10,0.677,-11.28,-14.18,16,2,11,0,8,9,2473,2374,,,0.402,0.237,0.537,53.3,55.1,,6.4,0.51,18.9,,0.258
Arizona,https://www.sports-reference.com/cbb/schools/arizona/2002.html,2,2002,34,24,10,0.706,16.93,12.49,12,6,13,4,6,5,2793,2642,,,0.446,0.336,0.565,50.4,56.4,,4.6,0.522,16.2,,0.326
Boston College,https://www.sports-reference.com/cbb/schools/boston-college/2002.html,0,2002,32,20,12,0.625,8.95,5.91,8,8,11,5,5,4,2354,2257,,,0.406,0.329,0.516,49.6,53.8,,5.8,0.474,16.4,,0.282
Boston University,https://www.sports-reference.com/cbb/schools/boston-university/2002.html,0,2002,32,22,10,0.688,-4.68,-7.81,13,3,11,2,9,6,2147,2047,,,0.368,0.321,0.517,51.9,53.3,,4.8,0.481,16.7,,0.254
UC-Santa Barbara,https://www.sports-reference.com/cbb/schools/california-santa-barbara/2002.html,0,2002,31,20,11,0.645,5.55,-0.05,11,7,11,2,5,8,2066,1889,,,0.411,0.323,0.56,52.6,65.5,,5.4,0.514,18.6,,0.31
University of California,https://www.sports-reference.com/cbb/schools/california/2002.html,1,2002,32,23,9,0.719,13.08,7.45,12,6,18,1,4,7,2310,2130,,,0.362,0.322,0.533,48.8,58.3,,7.6,0.502,16.3,,0.245
Central Connecticut State,https://www.sports-reference.com/cbb/schools/central-connecticut-state/2002.html,0,2002,32,27,5,0.844,-1.1,-9.29,19,1,13,2,11,2,2280,2018,,,0.392,0.223,0.541,54.9,52.3,,5.8,0.497,18.5,,0.289
Charlotte,https://www.sports-reference.com/cbb/schools/charlotte/2002.html,0,2002,30,18,12,0.6,13.61,8.68,11,5,11,3,6,7,2205,2057,,,0.356,0.391,0.545,52.2,54.7,,4.1,0.511,16.8,,0.252
Cincinnati,https://www.sports-reference.com/cbb/schools/cincinnati/2002.html,1,2002,35,31,4,0.886,24.38,6.58,14,2,18,0,7,3,2738,2115,,,0.405,0.279,0.554,54,49.6,,7.6,0.517,14.4,,0.287
Connecticut,https://www.sports-reference.com/cbb/schools/connecticut/2002.html,3,2002,34,27,7,0.794,16.02,7.43,13,3,13,1,7,3,2646,2354,,,0.391,0.194,0.555,53,50.8,,10.8,0.521,18.6,,0.272
Creighton,https://www.sports-reference.com/cbb/schools/creighton/2002.html,1,2002,32,23,9,0.719,8.38,1.38,14,4,12,3,7,5,2421,2197,,,0.369,0.338,0.563,52.8,57.5,,7.2,0.527,17.6,,0.27
Davidson,https://www.sports-reference.com/cbb/schools/davidson/2002.html,0,2002,31,21,10,0.677,0.6,0.71,11,5,11,2,7,6,2192,2046,,,0.323,0.397,0.534,51.2,62.4,,6.4,0.506,19.2,,0.22
Duke,https://www.sports-reference.com/cbb/schools/duke/2002.html,2,2002,35,31,4,0.886,28.91,9.16,13,3,13,0,7,3,3112,2421,,,0.41,0.376,0.59,50.7,57.2,,5.3,0.563,16,,0.283
Florida Atlantic,https://www.sports-reference.com/cbb/schools/florida-atlantic/2002.html,0,2002,31,19,12,0.613,-3.95,-5.33,13,7,10,3,6,8,2303,2235,,,0.304,0.262,0.5,50.9,56.2,,6,0.471,17.1,,0.202
Florida,https://www.sports-reference.com/cbb/schools/florida/2002.html,0,2002,31,22,9,0.71,22.27,8.37,10,6,13,2,6,4,2495,2064,,,0.362,0.346,0.561,52.9,58.2,,7.9,0.531,17.2,,0.252
Georgia,https://www.sports-reference.com/cbb/schools/georgia/2002.html,1,2002,32,22,10,0.688,14.68,9.24,10,6,12,2,6,6,2444,2271,,,0.357,0.302,0.537,51.5,56.8,,5.8,0.496,16.7,,0.263
Gonzaga,https://www.sports-reference.com/cbb/schools/gonzaga/2002.html,0,2002,33,29,4,0.879,13.9,0.74,13,1,13,0,11,2,2677,2197,,,0.443,0.314,0.573,56,57.6,,5.6,0.531,16.4,,0.324
Hampton,https://www.sports-reference.com/cbb/schools/hampton/2002.html,0,2002,33,26,7,0.788,-0.4,-8.9,17,1,10,0,11,4,2623,2344,,,0.415,0.317,0.565,52,50.4,,5.8,0.537,17.4,,0.278
Hawaii,https://www.sports-reference.com/cbb/schools/hawaii/2002.html,0,2002,33,27,6,0.818,9.81,1.15,15,3,16,1,7,3,2367,2081,,,0.394,0.349,0.548,49,66.7,,6.3,0.516,15.9,,0.27
Holy Cross,https://www.sports-reference.com/cbb/schools/holy-cross/2002.html,0,2002,33,18,15,0.545,-1.62,-5.1,9,5,9,3,6,8,2083,1968,,,0.462,0.257,0.499,54.3,63.1,,6.3,0.449,18.4,,0.32
Illinois-Chicago,https://www.sports-reference.com/cbb/schools/illinois-chicago/2002.html,0,2002,34,20,14,0.588,1.45,1.42,8,8,11,2,3,10,2503,2400,,,0.411,0.317,0.536,49,53.6,,2.6,0.506,15.7,,0.27
Illinois,https://www.sports-reference.com/cbb/schools/illinois/2002.html,2,2002,35,26,9,0.743,19.2,9.94,11,5,13,1,5,6,2708,2369,,,0.446,0.358,0.578,53.1,65,,7.2,0.536,17.9,,0.33
Indiana,https://www.sports-reference.com/cbb/schools/indiana/2002.html,5,2002,37,25,12,0.676,19.19,12.08,11,5,10,1,6,5,2607,2316,,,0.365,0.331,0.558,51.2,59.6,,9.3,0.528,17.9,,0.254
Kansas,https://www.sports-reference.com/cbb/schools/kansas/2002.html,4,2002,37,33,4,0.892,24.38,9.35,16,0,13,0,11,1,3365,2765,,,0.349,0.216,0.58,55.5,60.9,,8.5,0.551,17.2,,0.251
Kent State,https://www.sports-reference.com/cbb/schools/kent-state/2002.html,3,2002,36,30,6,0.833,13.67,2.1,17,1,12,0,10,3,2732,2305,,,0.35,0.292,0.557,53.7,49,,3.7,0.522,13.8,,0.255
Kentucky,https://www.sports-reference.com/cbb/schools/kentucky/2002.html,2,2002,32,22,10,0.688,19.15,11.99,10,6,12,3,5,4,2460,2183,,,0.316,0.342,0.529,53.7,52,,8.1,0.502,16.5,,0.213
Marquette,https://www.sports-reference.com/cbb/schools/marquette/2002.html,0,2002,33,26,7,0.788,17.16,4.77,13,3,16,0,5,6,2413,2004,,,0.391,0.248,0.553,53.4,53,,6.4,0.52,17.2,,0.271
Maryland,https://www.sports-reference.com/cbb/schools/maryland/2002.html,6,2002,36,32,4,0.889,23.5,9.38,15,1,15,0,7,2,3060,2552,,,0.415,0.258,0.569,52.4,65.9,,9.4,0.53,15.5,,0.301
McNeese State,https://www.sports-reference.com/cbb/schools/mcneese-state/2002.html,0,2002,30,21,9,0.7,-0.59,-5.8,17,3,13,0,8,8,2102,1909,,,0.404,0.276,0.523,52.9,52.1,,9.3,0.491,19.3,,0.264
Miami (FL),https://www.sports-reference.com/cbb/schools/miami-fl/2002.html,0,2002,32,24,8,0.75,12.99,5.52,10,6,13,2,5,4,2395,2156,,,0.356,0.36,0.538,48.8,64.2,,10.1,0.492,17.1,,0.275
Michigan State,https://www.sports-reference.com/cbb/schools/michigan-state/2002.html,0,2002,31,19,12,0.613,14.9,9.6,10,6,15,2,4,5,2150,1978,,,0.346,0.277,0.558,55.9,57.3,,5.4,0.516,19.3,,0.267
Mississippi State,https://www.sports-reference.com/cbb/schools/mississippi-state/2002.html,1,2002,35,27,8,0.771,14.42,7.33,10,6,14,1,7,5,2582,2334,,,0.393,0.28,0.554,54.5,60,,5.9,0.529,20,,0.256
Mississippi,https://www.sports-reference.com/cbb/schools/mississippi/2002.html,0,2002,31,20,11,0.645,13.61,6.85,9,7,13,1,4,7,2232,1993,,,0.425,0.382,0.574,51.9,57.3,,3.5,0.533,19.7,,0.313
Missouri,https://www.sports-reference.com/cbb/schools/missouri/2002.html,3,2002,36,24,12,0.667,14.22,6.81,9,7,14,3,4,6,2877,2610,,,0.315,0.37,0.555,53,52.3,,7.2,0.53,16.5,,0.217
Montana,https://www.sports-reference.com/cbb/schools/montana/2002.html,0,2002,31,16,15,0.516,-4.2,-1.71,7,7,9,4,4,8,2218,2263,,,0.432,0.357,0.551,48.6,59.5,,6.8,0.519,18.7,,0.29
Murray State,https://www.sports-reference.com/cbb/schools/murray-state/2002.html,0,2002,32,19,13,0.594,0.65,-1.94,10,6,11,4,5,8,2514,2349,,,0.279,0.312,0.53,53.9,49.4,,8.6,0.5,16.1,,0.202
North Carolina State,https://www.sports-reference.com/cbb/schools/north-carolina-state/2002.html,1,2002,34,23,11,0.676,15.85,8.17,9,7,14,4,6,5,2565,2304,,,0.389,0.405,0.567,49.8,63.4,,4,0.525,16.6,,0.294
North Carolina-Wilmington,https://www.sports-reference.com/cbb/schools/north-carolina-wilmington/2002.html,1,2002,33,23,10,0.697,6.15,-0.09,14,4,11,2,9,7,2240,2034,,,0.363,0.328,0.53,49.6,57.8,,6,0.496,16,,0.25
Notre Dame,https://www.sports-reference.com/cbb/schools/notre-dame/2002.html,1,2002,33,22,11,0.667,15.7,6.17,10,6,9,4,7,4,2601,2256,,,0.339,0.316,0.55,52.1,67.3,,7.8,0.518,15.5,,0.24
Ohio State,https://www.sports-reference.com/cbb/schools/ohio-state/2002.html,1,2002,32,24,8,0.75,16.14,7.26,11,5,15,2,5,5,2362,2078,,,0.467,0.274,0.568,52.5,58.5,,4.5,0.536,16.8,,0.316
Oklahoma State,https://www.sports-reference.com/cbb/schools/oklahoma-state/2002.html,0,2002,32,23,9,0.719,14.39,6.8,10,6,13,2,5,5,2293,2050,,,0.38,0.274,0.521,54.4,55.1,,6,0.493,18.1,,0.245
Oklahoma,https://www.sports-reference.com/cbb/schools/oklahoma/2002.html,4,2002,36,31,5,0.861,21.04,7.7,13,3,16,0,7,4,2807,2327,,,0.314,0.295,0.535,54,51.1,,6.8,0.495,14,,0.241
Oregon,https://www.sports-reference.com/cbb/schools/oregon/2002.html,3,2002,35,26,9,0.743,19.67,6.93,14,4,17,0,5,7,2994,2538,,,0.414,0.346,0.601,51.7,57.2,,5.2,0.56,16.2,,0.318
Pennsylvania,https://www.sports-reference.com/cbb/schools/pennsylvania/2002.html,0,2002,32,25,7,0.781,7.96,-1.51,11,3,13,3,10,2,2342,2039,,,0.358,0.393,0.588,49,68.8,,6.1,0.557,17.5,,0.262
Pepperdine,https://www.sports-reference.com/cbb/schools/pepperdine/2002.html,0,2002,31,22,9,0.71,8.59,3.36,13,1,11,1,7,6,2519,2319,,,0.332,0.319,0.547,49.1,49.1,,8.5,0.514,16.3,,0.238
Pittsburgh,https://www.sports-reference.com/cbb/schools/pittsburgh/2002.html,2,2002,35,29,6,0.829,14.69,4.55,13,3,16,1,7,2,2530,2133,,,0.38,0.345,0.543,54.5,63.6,,8.1,0.526,17.6,,0.23
San Diego State,https://www.sports-reference.com/cbb/schools/san-diego-state/2002.html,0,2002,33,21,12,0.636,7.69,6.02,7,7,12,3,6,8,2455,2339,,,0.395,0.215,0.543,52.4,52.1,,6.6,0.515,18.4,,0.261
Siena,https://www.sports-reference.com/cbb/schools/siena/2002.html,1,2002,36,17,19,0.472,-2.74,-3.71,9,9,12,5,3,11,2517,2482,,,0.369,0.353,0.524,50.4,54.5,,7.2,0.478,18.6,,0.274
Southern California,https://www.sports-reference.com/cbb/schools/southern-california/2002.html,0,2002,32,22,10,0.688,16.49,8.31,12,6,13,2,9,6,2494,2232,,,0.333,0.281,0.522,51.3,55.4,,7.1,0.489,14,,0.23
Southern Illinois,https://www.sports-reference.com/cbb/schools/southern-illinois/2002.html,2,2002,36,28,8,0.778,9.79,1.67,14,4,13,0,9,5,2717,2425,,,0.416,0.284,0.536,52.2,56,,8.5,0.513,16.3,,0.258
St. John's (NY),https://www.sports-reference.com/cbb/schools/st-johns-ny/2002.html,0,2002,32,20,12,0.625,7.8,6.3,9,7,14,2,3,7,2250,2202,,,0.415,0.248,0.481,50,46.9,,6.8,0.437,17.1,,0.278
Stanford,https://www.sports-reference.com/cbb/schools/stanford/2002.html,1,2002,30,20,10,0.667,17.03,9.03,12,6,10,3,7,5,2420,2180,,,0.446,0.334,0.548,55.7,58.4,,7.2,0.508,15.6,,0.312
Texas Tech,https://www.sports-reference.com/cbb/schools/texas-tech/2002.html,0,2002,32,23,9,0.719,14.72,7.22,10,6,15,2,6,5,2532,2292,,,0.384,0.194,0.536,49.2,63.2,,6.5,0.502,14.4,,0.262
Texas,https://www.sports-reference.com/cbb/schools/texas/2002.html,2,2002,34,22,12,0.647,14.31,9.98,10,6,10,5,7,3,2657,2489,,,0.388,0.26,0.535,53.3,54.4,,6.4,0.5,15.8,,0.267
Tulsa,https://www.sports-reference.com/cbb/schools/tulsa/2002.html,1,2002,34,27,7,0.794,12.66,2.3,15,3,13,3,10,2,2726,2363,,,0.359,0.317,0.578,50.9,61,,7.7,0.541,15.6,,0.27
UCLA,https://www.sports-reference.com/cbb/schools/ucla/2002.html,2,2002,33,21,12,0.636,13.14,10.77,11,7,11,4,5,6,2476,2398,,,0.339,0.299,0.558,52.1,52.7,,4.6,0.53,18.3,,0.235
Utah,https://www.sports-reference.com/cbb/schools/utah/2002.html,0,2002,30,21,9,0.7,10.68,5.18,10,4,14,2,6,6,2018,1839,,,0.411,0.397,0.575,50.6,63.8,,5.6,0.549,18.5,,0.277
Valparaiso,https://www.sports-reference.com/cbb/schools/valparaiso/2002.html,0,2002,33,25,8,0.758,9.38,-1.24,12,2,11,1,8,5,2564,2180,,,0.379,0.395,0.546,50.8,63.8,,7.3,0.518,15.7,,0.253
Wake Forest,https://www.sports-reference.com/cbb/schools/wake-forest/2002.html,1,2002,34,21,13,0.618,15.25,10.28,9,7,13,3,5,7,2789,2620,,,0.354,0.313,0.57,52,55.2,,6.6,0.535,16.9,,0.261
Western Kentucky,https://www.sports-reference.com/cbb/schools/western-kentucky/2002.html,0,2002,32,28,4,0.875,10.46,-0.28,13,1,14,0,10,3,2491,2069,,,0.349,0.39,0.567,54.6,57.2,,5.9,0.539,17.2,,0.244
Winthrop,https://www.sports-reference.com/cbb/schools/winthrop/2002.html,0,2002,31,19,12,0.613,-6.54,-8.21,10,4,9,4,7,5,2092,2018,,,0.394,0.363,0.508,52.1,49.5,,7.7,0.474,18.2,,0.258
Wisconsin,https://www.sports-reference.com/cbb/schools/wisconsin/2002.html,1,2002,32,19,13,0.594,10.09,9.22,11,5,12,1,6,8,2144,2101,,,0.391,0.354,0.54,49.9,55.7,,3.5,0.499,17.2,,0.281
Wyoming,https://www.sports-reference.com/cbb/schools/wyoming/2002.html,1,2002,31,22,9,0.71,8.62,2.72,11,3,14,1,6,6,2324,2129,,,0.494,0.252,0.539,55.3,52.6,,7.6,0.493,17.2,,0.345
Xavier,https://www.sports-reference.com/cbb/schools/xavier/2002.html,1,2002,32,26,6,0.813,13.9,4.09,14,2,13,1,9,4,2317,2003,,,0.453,0.319,0.55,52.7,51.5,,7.6,0.505,17.1,,0.327
Alabama,https://www.sports-reference.com/cbb/schools/alabama/2003.html,0,2003,29,17,12,0.586,13.36,9.4,7,9,13,2,1,8,2002,1887,,,0.364,0.344,0.516,52.6,50.6,,7,0.476,16.4,,0.26
Arizona State,https://www.sports-reference.com/cbb/schools/arizona-state/2003.html,1,2003,32,20,12,0.625,15.01,9.27,11,7,12,3,4,6,2464,2257,,,0.453,0.22,0.552,53,57.1,,7.7,0.518,16.4,,0.305
Arizona,https://www.sports-reference.com/cbb/schools/arizona/2003.html,3,2003,32,28,4,0.875,23.42,8.95,17,1,14,1,11,1,2725,2262,,,0.368,0.306,0.549,54,58.5,,6.5,0.515,15.9,,0.261
Auburn,https://www.sports-reference.com/cbb/schools/auburn/2003.html,2,2003,34,22,12,0.647,12.68,8.34,8,8,13,4,4,5,2408,2235,,,0.362,0.303,0.543,51.5,52,,9.1,0.517,19.6,,0.239
Austin Peay,https://www.sports-reference.com/cbb/schools/austin-peay/2003.html,0,2003,31,23,8,0.742,-0.84,-1.98,13,3,14,0,6,7,2204,2101,,,0.436,0.336,0.554,50.9,55.9,,8.1,0.518,19.3,,0.301
Brigham Young,https://www.sports-reference.com/cbb/schools/brigham-young/2003.html,0,2003,32,23,9,0.719,13.63,5.29,11,3,13,1,6,5,2299,2032,,,0.461,0.313,0.57,53.3,55.9,,5,0.521,17.8,,0.348
Butler,https://www.sports-reference.com/cbb/schools/butler/2003.html,2,2003,33,27,6,0.818,9.11,2.23,14,2,13,0,10,5,2229,1986,,,0.322,0.422,0.584,47.9,53.4,,3.5,0.558,15.6,,0.231
University of California,https://www.sports-reference.com/cbb/schools/california/2003.html,1,2003,31,22,9,0.71,11.77,7.58,13,5,13,1,7,4,2301,2171,,,0.33,0.291,0.547,50.7,57.5,,4.8,0.52,17.1,,0.225
Central Michigan,https://www.sports-reference.com/cbb/schools/central-michigan/2003.html,1,2003,32,25,7,0.781,6.85,1.79,14,4,12,1,9,5,2553,2346,,,0.46,0.335,0.611,52.1,58.3,,6.5,0.569,21.6,,0.351
Cincinnati,https://www.sports-reference.com/cbb/schools/cincinnati/2003.html,0,2003,29,17,12,0.586,12.9,7.45,9,7,13,3,3,7,1954,1796,,,0.371,0.347,0.503,50.2,53.5,,8.1,0.463,13.6,,0.256
Colorado State,https://www.sports-reference.com/cbb/schools/colorado-state/2003.html,0,2003,33,19,14,0.576,5.38,4.41,5,9,14,4,3,9,2450,2363,,,0.465,0.219,0.579,53.3,58.7,,7.8,0.545,20.7,,0.324
Colorado,https://www.sports-reference.com/cbb/schools/colorado/2003.html,0,2003,32,20,12,0.625,12.82,8.01,9,7,14,1,3,9,2405,2251,,,0.387,0.248,0.518,53.5,48.8,,10.6,0.484,16.1,,0.259
Connecticut,https://www.sports-reference.com/cbb/schools/connecticut/2003.html,2,2003,33,23,10,0.697,15.84,7.63,10,6,14,2,5,6,2622,2351,,,0.358,0.247,0.545,53.4,52.1,,11.7,0.516,17.4,,0.242
Creighton,https://www.sports-reference.com/cbb/schools/creighton/2003.html,0,2003,34,29,5,0.853,15.33,1.03,15,3,17,0,7,4,2688,2202,,,0.347,0.354,0.59,51.2,59,,8.1,0.567,16.8,,0.24
Dayton,https://www.sports-reference.com/cbb/schools/dayton/2003.html,0,2003,30,24,6,0.8,11,5.17,14,2,17,1,7,4,2182,2007,,,0.41,0.386,0.558,53.6,61.2,,5.2,0.52,16.9,,0.292
Duke,https://www.sports-reference.com/cbb/schools/duke/2003.html,2,2003,33,26,7,0.788,19.86,8.38,11,5,15,0,3,6,2677,2298,,,0.453,0.339,0.556,51,49.5,,9.4,0.514,16.1,,0.323
East Tennessee State,https://www.sports-reference.com/cbb/schools/east-tennessee-state/2003.html,0,2003,31,20,11,0.645,-0.9,-2.94,11,5,11,2,5,8,2543,2332,,,0.409,0.245,0.551,51.7,49.8,,8.1,0.508,19.5,,0.299
Florida,https://www.sports-reference.com/cbb/schools/florida/2003.html,1,2003,33,25,8,0.758,18.54,7.76,12,4,15,1,8,3,2484,2128,,,0.33,0.396,0.578,50.8,61.4,,7,0.553,16.9,,0.232
Gonzaga,https://www.sports-reference.com/cbb/schools/gonzaga/2003.html,1,2003,33,24,9,0.727,12.26,3.8,12,2,11,2,9,3,2558,2279,,,0.446,0.345,0.573,54.1,60.3,,6.2,0.533,17.5,,0.323
Holy Cross,https://www.sports-reference.com/cbb/schools/holy-cross/2003.html,0,2003,31,26,5,0.839,5.26,-5.38,13,1,12,0,12,3,2180,1821,,,0.423,0.285,0.552,56,64.4,,8.7,0.514,17.8,,0.299
Illinois,https://www.sports-reference.com/cbb/schools/illinois/2003.html,1,2003,32,25,7,0.781,19.82,6.76,11,5,15,0,4,6,2388,1970,,,0.336,0.355,0.574,52.1,66.9,,5.7,0.544,16.7,,0.244
Indiana,https://www.sports-reference.com/cbb/schools/indiana/2003.html,1,2003,34,21,13,0.618,12.63,9.81,8,8,11,1,2,9,2376,2280,,,0.411,0.393,0.537,50.3,59.6,,8.8,0.494,15.1,,0.295
IUPUI,https://www.sports-reference.com/cbb/schools/iupui/2003.html,0,2003,34,20,14,0.588,-2.43,-1.8,10,4,9,3,7,8,2423,2406,,,0.417,0.337,0.545,50.4,54.9,,3.3,0.507,19.7,,0.292
Kansas,https://www.sports-reference.com/cbb/schools/kansas/2003.html,5,2003,38,30,8,0.789,25,10.53,14,2,15,1,7,2,3141,2541,,,0.379,0.228,0.556,55.2,55.2,,8.2,0.532,16.6,,0.248
Kentucky,https://www.sports-reference.com/cbb/schools/kentucky/2003.html,3,2003,36,32,4,0.889,22.47,9.33,16,0,12,1,9,1,2782,2309,,,0.353,0.278,0.567,54.3,55.9,,8.8,0.538,17,,0.248
Louisiana State,https://www.sports-reference.com/cbb/schools/louisiana-state/2003.html,0,2003,32,21,11,0.656,16.08,6.83,8,8,16,2,2,6,2326,2030,,,0.358,0.323,0.562,51.7,60.5,,7.4,0.542,17.7,,0.231
Louisville,https://www.sports-reference.com/cbb/schools/louisville/2003.html,1,2003,32,25,7,0.781,19.81,6.84,11,5,16,2,8,3,2612,2197,,,0.395,0.386,0.564,51.5,58.6,,8.3,0.532,15.5,,0.275
Manhattan,https://www.sports-reference.com/cbb/schools/manhattan/2003.html,0,2003,30,23,7,0.767,5.78,-1.99,14,4,7,2,12,3,2274,2041,,,0.411,0.277,0.55,49.1,54,,6.9,0.495,17,,0.324
Marquette,https://www.sports-reference.com/cbb/schools/marquette/2003.html,4,2003,33,27,6,0.818,16.28,7.28,14,2,15,1,7,3,2589,2292,,,0.406,0.272,0.58,53.1,59.2,,6,0.536,16.4,,0.313
Maryland,https://www.sports-reference.com/cbb/schools/maryland/2003.html,2,2003,31,21,10,0.677,20.56,7.56,11,5,14,2,4,5,2472,2069,,,0.337,0.27,0.549,51.8,63.6,,10.6,0.517,16.1,,0.24
Memphis,https://www.sports-reference.com/cbb/schools/memphis/2003.html,0,2003,30,23,7,0.767,13.23,5.27,13,3,14,2,7,4,2232,1993,,,0.379,0.337,0.523,52.7,62.6,,8.7,0.493,16.2,,0.248
Michigan State,https://www.sports-reference.com/cbb/schools/michigan-state/2003.html,3,2003,35,22,13,0.629,16.12,9.72,10,6,14,2,3,6,2367,2143,,,0.427,0.266,0.548,54.2,58.4,,6.8,0.502,18.9,,0.314
Milwaukee,https://www.sports-reference.com/cbb/schools/milwaukee/2003.html,0,2003,32,24,8,0.75,7.71,0.81,13,3,12,0,9,6,2466,2238,,,0.367,0.375,0.566,50.1,62,,6.5,0.537,17.9,,0.254
Mississippi State,https://www.sports-reference.com/cbb/schools/mississippi-state/2003.html,0,2003,31,21,10,0.677,17.65,8,9,7,13,2,4,6,2151,1852,,,0.316,0.295,0.544,54.5,55.2,,6.9,0.519,19.5,,0.213
Missouri,https://www.sports-reference.com/cbb/schools/missouri/2003.html,1,2003,33,22,11,0.667,14.87,10.15,9,7,14,1,3,7,2389,2233,,,0.306,0.357,0.532,52.2,52,,7.3,0.508,16.9,,0.203
North Carolina-Asheville,https://www.sports-reference.com/cbb/schools/north-carolina-asheville/2003.html,1,2003,32,15,17,0.469,-13.19,-5.61,7,7,10,2,2,14,2320,2514,,,0.36,0.317,0.536,49,53.7,,5,0.491,19.2,,0.274
North Carolina State,https://www.sports-reference.com/cbb/schools/north-carolina-state/2003.html,0,2003,31,18,13,0.581,11.76,7.57,9,7,14,3,3,7,2246,2116,,,0.383,0.42,0.574,49.8,60.4,,6,0.531,18.4,,0.295
North Carolina-Wilmington,https://www.sports-reference.com/cbb/schools/north-carolina-wilmington/2003.html,0,2003,31,24,7,0.774,8.52,-2.8,15,3,11,1,10,5,2214,1863,,,0.327,0.333,0.548,48.5,56.9,,3.6,0.52,14.8,,0.227
Notre Dame,https://www.sports-reference.com/cbb/schools/notre-dame/2003.html,2,2003,34,24,10,0.706,17.32,9.43,10,6,14,2,4,5,2692,2424,,,0.368,0.358,0.558,49.8,60.9,,8.5,0.515,15.6,,0.28
Oklahoma State,https://www.sports-reference.com/cbb/schools/oklahoma-state/2003.html,1,2003,32,22,10,0.688,14.62,8.46,10,6,13,2,6,5,2224,2004,,,0.403,0.278,0.523,50.8,51,,9.6,0.492,18.2,,0.262
Oklahoma,https://www.sports-reference.com/cbb/schools/oklahoma/2003.html,3,2003,34,27,7,0.794,18.86,8.53,12,4,15,1,5,3,2392,2041,,,0.329,0.334,0.541,53.3,56.5,,6.8,0.512,15.7,,0.228
Oregon,https://www.sports-reference.com/cbb/schools/oregon/2003.html,0,2003,33,23,10,0.697,14.05,6.11,10,8,14,2,5,6,2689,2427,,,0.336,0.369,0.569,49.4,60.7,,4.5,0.529,17.6,,0.26
Pennsylvania,https://www.sports-reference.com/cbb/schools/pennsylvania/2003.html,0,2003,28,22,6,0.786,8.44,-1.45,14,0,11,2,10,3,1958,1681,,,0.365,0.425,0.583,51.8,62.6,,4.1,0.554,18,,0.259
Pittsburgh,https://www.sports-reference.com/cbb/schools/pittsburgh/2003.html,2,2003,33,28,5,0.848,21.49,5.79,13,3,16,0,7,4,2473,1955,,,0.424,0.324,0.583,55,66,,7.7,0.565,18.6,,0.271
